	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
2124	104	51	3С	3Е	4Б				1	24	28	19	25				30	18	26				6	4	2	29	0.7
2125	104	52	8С	2Е					1	28	29	26					30	28					6	4	2	31	0.7
2126	104	68	4Б	2Ос	2С				1	24	24	27	23				22	32	22				8	4	2	117	0.8
2127	104	69	8С	1Е	1Б				1	18	18	17	17				20	16	14				4	2	3	11	0.7
2128	104	70	4С	4Е	2Б				1	23	24	22	22				22	20	20				4	2	1	32	0.8
2129	104	71	4Е	3С	3Б				1	27	27	28	25				28	30	26				6	4	2	63	0.8
2130	104	72	3С	3Е	3Б	1Ос			1	23	24	22	22	25			22	20	18	28			4	2	1	25	0.8
2131	104	1	4Б	2Ос	3Е	1С			1	20	19	24	19	20			18	28	18	22			8	4	3	6	0.7
2132	104	2	5Е	3Б	2Ос				1	23	23	23	25				22	20	28				5	3	3	12	0.4
2133	104	3	4Е	2С	2Б	2Ос			1	18	17	20	18	19			16	22	14	18			4	2	3	22	0.8
2134	104	4	6Ос	3Б	1Е				1	26	28	23	22				30	20	20				8	5	1	98	0.7
2135	104	5	5С	2Е	3Б				1	16	17	15	16				18	14	16				6	3	4	8	0.6
2136	104	6	6Б	3С	1Е				1	17	17	18	16				14	20	14				7	3	4	3	0.5
2137	104	7	4Е	2Е	1С	2Б	1Ос		1	22	21	25	23	20	25		20	28	24	18	28		4	2	2	46	0.7
2138	104	8	3Е	3Е	1Б	3Ос			1	27	28	23	25	29			32	22	26	32			7	4	2	44	0.7
2139	104	9	5Ос	2Б	3Е				1	22	24	21	19				26	18	18				6	4	1	27	0.7
2140	104	10	5Е	4Б	1Ос				1	23	22	24	26				20	20	30				4	2	2	59	0.8
2141	104	11	6Ос	2Б	2Е				1	22	24	21	19				26	18	18				6	4	1	50	0.7
2142	104	12	5Е	3Ос	2Б				1	14	2.0	26	24				20	28	20				4	2	2	44	0.8
2143	104	13	4Е	3Е	3Б				1	23	26	19	22				32	18	24				7	4	3	31	0.6
2144	104	14	4Е	3Е	2Б	1Ос			1	25	28	21	23	29			32	20	22	32			7	4	2	87	0.7
2145	104	15	5С	2Е	2Б	1Ос			1	23	23	23	24	25			24	22	20	28			3	2	1	36	0.9
2146	104	16	3С	2Е	3Ос	2Б			1	24	25	22	25	23			26	20	28	20			4	2	1	29	0.7
2147	104	17	4Е	2Е	4Б				1	20	18	23	21				18	24	18				4	2	3	35	0.7
2148	104	33	6Б	3Е	1С				1	17	17	15	18				14	14	20				6	2	3	18	0.8
2149	104	34	6Е	1С	3Б				1	9	9	13	9				8	14	6				3	2	4	11	0.6
2150	104	35	4С	3Е	3Б				1	19	20	18	19				24	18	16				5	3	3	54	0.7
2151	104	36	3Е	2Е	3Б	2Ос			1	25	23	26	25	28			22	26	24	30			4	2	2	219	0.9
2152	104	37	5Ос	3Б	2Е				1	25	28	23	22				30	20	20				8	5	1	42	0.7
2153	104	38	4Е	2Е	2Б	2Ос			1	26	25	28	25	29			24	32	24	32			5	3	2	133	0.8
2154	104	39	5Е	2Е	1С	1Б			1	26	25	28	26	25			24	32	28	24			5	3	2	104	0.9
2155	104	40	5Ос	3Б	2Е				1	26	28	25	23				30	24	22				9	5	1	32	0.7
2156	104	41	5Б	2Ос	2Е	1С			1	26	26	27	23	26			24	28	22	28			8	4	1	158	0.9
2157	104	42	3С	2Е	4Б	1Ос			1	24	25	23	24	25			26	20	22	28			4	2	1	83	0.8
2158	104	43	4Е	2С	2Б	2Ос			1	22	20	23	22	24			18	24	20	28			4	2	3	49	0.7
2159	104	44	4Е	3Е	1С	2Б			1	26	28	23	28	24			32	24	32	24			8	5	2	169	0.7
2160	104	45	9С	1Б					1	19	19	17					24	14					5	2	4	42	0.6
2161	104	53	3С	2Е	3Б	2Ос			1	23	24	21	22	24			24	20	18	24			4	2	1	96	0.9
2162	104	54	4С	4Е	2Б				1	23	24	23	22				24	20	18				4	2	1	61	0.9
2163	104	55	6Б	3Ос	1Е				1	1	1.0	1.0	1.0										1	1	3		0.5
2164	104	56	4Е	2Е	2С	1Б	1Ос		1	25	23	26	27	22	28		22	28	32	22	30		4	2	2	53	0.8
2165	104	57	5С	2Е	2Б	1Ос			1	25	26	24	23	26			28	22	20	28			5	3	1	40	0.7
2166	104	58	7С	2Е	1Б				1	24	25	22	21				26	20	18				4	2	1	29	0.7
2167	104	59	6С	2Е	2Б				1	24	26	22	21				28	20	20				5	3	2	47	0.7
2168	104	60	4Е	2Е	1С	3Б			1	24	23	26	26	24			22	28	30	24			4	2	2	47	0.7
2169	104	61	4Ос	2Б	3Е	1С			1	26	29	25	24	26			32	24	22	26			9	5	1	44	0.7
2170	104	62	4С	1Е	4Б	1Ос			1	25	25	24	25	27			24	24	22	28			4	2	1	70	0.8
2171	104	63	5Б	1Ос	3Е	1С			1	25	25	27	23	26			24	28	22	26			7	3	1	89	0.8
2172	104	64	7Б	2С	1Е				1	16	16	18	16				14	20	14				6	2	4	12	0.6
2173	104	65	4Е	2С	3Б	1Ос			1	24	23	24	24	25			22	26	22	28			4	2	2	155	0.8
2174	104	66	8С	1Е	1Б				1	18	18	17	17				20	16	16				4	2	3	13	0.7
2175	104	67	5Б	1Ос	2С	2Е			1	26	26	27	26	23			24	28	26	22			7	3	1	22	0.8
2176	104	73																									
2177	104	74																									
2178	105	1	6Ос	3Б	1Е				1	27	27	26	27				30	26	28				8	5	1	92	0.6
2179	105	2																							2		
2180	105	3																									
2181	105	4	6С	4Е					1	17	17	18					20	18					3	2	2	5	0.6
2182	105	5	4Б	3Ос	2Ивд	1Олс			1	4	4	5	3	3			2	4	2	2			1	1	3	1	0.5
2183	105	6	4С	3Е	2Б	1Ос			1	13	13	13	12	12			14	10	8	8			2	1	2	29	0.7
2184	105	7	7Олс	2Б	1Ос				1	16	16	17	17				14	14	16				4	3	2	77	0.7
2185	105	8	10С						1	9	9						10						2	1	3	9	0.8
2186	105	9																									
2187	105	10																									
2188	105	11	8С	2Б					1	10	10	9					12	8					2	1	2	8	0.6
2189	105	12	4Е	2Е	2Б	2Ос			1	25	21	29	27	28			22	36	28	30			4	2	2	100	0.7
2190	105	13	8Ос	2Б					1	28	28	27					28	24					7	4	1	88	0.7
2191	105	14																									
2192	105	15																									
2193	105	16																									
2194	105	17	8Олс	1Б	1Ос				1	13	12	16	17				10	14	16				3	2	3	12	0.5
2195	105	18																									
2196	105	19	Поль						ль:		фо						нд						адм		ини		истра
2197	105	20	5С	4Е	1Б				1	25	25	24	25				28	24	22				4	2	1	45	0.8
2198	105	21	Поль						ль:		фо						нд						адм		ини		истра
2199	105	22	6Олс	2Б	2Ивд				1	11	11	13	10				12	12	10				3	2	3	32	0.6
2200	105	23	7Олс	2Б	1С				1	16	15	17	20				14	16	28				4	3	3	42	0.6
2201	105	24	Поль						ль:		фо						нд						адм		ини		истра
2202	105	25	7Е	3С					1	24	24	25					28	30					4	2	1	20	0.5
2203	105	26																									
2204	105	27																									
2205	105	28	5С	5Е					1	26	26	25					28	26					4	2	1	84	0.8
2206	105	29	Поль	зали	Трав				ль:	окр	фо	рыт	ов:				нд	ый	зл				адм	аки	ини		истра
2207	105	30	6Е	3С	1Ос				1	25	25	26	26				24	28	28				4	2	1	53	0.8
2208	105	31																									
2209	105	32																									
2210	105	33																									
2211	105	34																									
2212	105	35																									
2213	105	36																									
2214	105	37																									
2215	106	1	10С						1	22	22						28						8	4	4	25	0.5
2216	106	2	6С	2Е	2Б				1	27	28	26	24				32	26	24				7	4	2	88	0.5
2217	106	3	6Е	4С					1	1	1.0	1.0											1	1	3		70
2218	106	4	6Б	2Ос	1С	1Е			1	1	1.0	1.0	1.0	1.0									1	1	3		0.6
2219	106	5	6С	4Е					1	-													1	1	3		80
2220	106	6	5Е	3Б	2Ос				1	5	6	4	4				4	2	2				2	1	3	12	0.7
2221	106	7	6Б	3Ос	1Е				1	9	9	10	8				6	10	8				3	2	3	56	0.9
2222	106	8	4Е	3Б	3Олч				1	3	5	2.0	2.0				4						1	1	3	7	0.7
2223	106	9	5Е	3Б	2Ос				1	9	8	9	9				8	6	6				2	1	3	16	0.8
2224	106	10	3Е	4Б	3Ос				1	7	8	7	7				8	4	4				2	1	3	12	0.9
2225	106	11	5Е	2Б	3Ос				1	2	2.0	2.0	2.0										1	1	2	3	0.6
2226	106	12	5Е	3Б	2Олч				1	5	5	4	4				4	4	4				1	1	2	7	0.6
2227	106	13	4Е	3Б	3Ос				1	8	8	7	8				6	4	6				2	1	3	38	0.9
2228	106	14	8Е	1Б	1Ос				1	11	11	9	9				10	6	6				2	1	2	22	0.8
2229	106	15	4С	1Е	4Б	1Ос			1	2	1.0	1.0	2.0	2.0									1	1	3	5	1.0
2230	106	16	6Е	3Б	1Ос				1	11	11	11	12				12	8	8				2	1	2	18	0.7
2231	106	17	4Е	3С	3Б				1	1	1.0	1.0	2.0										1	1	3		0.6
2232	106	18	7Е	2Б	1Ос				1	13	13	13	13				12	8	18				2	1	1	44	0.7
2233	106	19	3Е	4Б	3Ос				1	7	8	7	7				8	4	4				2	1	3	20	0.8
2234	106	20	3Е	4Б	3Ос				1	9	8	10	10				8	6	6				2	1	3	36	0.9
2235	106	21	4Е	1С	4Б	1Ос			1	7	6	6	7	7			6	6	4	4			2	1	3	11	0.9
2236	106	22	3Е	5Б	2Ос				1	8	7	8	8				8	4	6				2	1	4	12	0.9
2237	106	23	5Е	3Б	2Ос				1	12	12	11	11				10	8	8				2	1	2	35	0.7
2238	106	24	3Е	4Б	3Ос				1	7	6	7	8				4	4	6				1	1	2	73	0.9
2239	106	25	5Е	3Ос	2Б				1	13	12	14	14				10	10	10				2	1	2	32	0.6
2240	106	26	6Ос	3Б	1Е				1	11	11	11	9				6	6	8				3	2	2	33	0.9
2241	106	27	3Е	4Ос	3Б				1	14	11	15	14				10	16	8				2	1	2	66	0.8
2242	106	28	5Е	3Б	2Ос				1	12	11	12	12				8	8	8				2	1	2	64	0.8
2243	106	29	5Б	1Ос	2Е	2Е			1	26	26	29	28	22			28	36	32	24			12	5	2	88	0.7
2244	106	30																									
2245	106	31																									
2246	106	32																									
2247	107	1	5Е	2Б	1Ос	2Олс			1	10	10	10	10	10			12	6	6	6			2	1	2	7	0.7
2248	107	2	5Е	2Б	3Олч				1	2	2.0	2.0	2.0										1	1	2	1	0.7
2249	107	3	4Е	2Е	2Б	2Ос			1	26	25	27	24	29			26	32	24	36			6	2	2	27	0.3
2250	107	4	4Б	3Ос	2Олч	1Е			1	26	25	29	26	24			24	36	28	24			11	5	2	121	0.5
2251	107	5	3Е	2Е	2Б	2Ос	1Олч		1	25	28	22	23	28	23		32	22	24	32	24		8	4	2	127	0.5
2252	107	6	6Б	3Олч	1Е				1	25	25	26	24				24	28	24				11	5	2	259	0.7
2253	107	7	4Е	2Е	1С				1	24	23	24	27				20	32	36				6	2	3	126	0.7
2254	107	8	6Ос	2Б	1С	1Е			1	30	32	25	29	24			40	24	32	24			12	5	1	47	0.5
2255	107	9	6С	3Е	1Б				1	27	28	25	24				32	24	24				7	3	2	220	0.7
2256	107	10	5Ос	1Б	2С	2Е			1	28	28	27	29	25			36	28	32	28			12	5	2	18	0.7
2257	107	11	6Б	2С	2Е				1	24	24	25	22				22	28	20				9	4	2	20	0.7
2258	107	12	6С	1Е	3Б				1	20	21	19	19				20	18	16				4	2	2	79	0.8
2259	107	13	7Ос	2С	1Е				1	31	32	30	21				40	30	18				12	5	1	60	0.5
2260	107	14	6Е	2Б	2Ос				1	11	11	11	11				10	8	8				2	1	2	8	0.8
2261	107	15	6Е	2Б	2Ос				1	4	4	4	4				4	2	2				1	1	3	5	0.6
2262	107	16	8Е	1Б	1Ос				1	11	11	11	11				10	8	8				2	1	2	12	0.8
2263	107	17	3Е	2Е	1С	3Б	1Ос		1	26	28	22	28	25	29		32	22	36	26	40		8	4	2	92	0.3
2264	107	18	3С	2Е	2Б	3Ос			1	27	28	25	25	29			32	26	24	36			7	3	2	28	0.5
2265	107	19	4С	1Е	3Ос	2Б			1	29	30	26	32	26			36	26	40	26			8	4	2	51	0.3
2266	107	20	4Е	4Ос	2Б				1	2	2.0	2.0	2.0										1	1	3	3	0.7
2267	107	21	5Е	4С	1Б				1	24	23	25	23				20	26	20				5	2	2	43	0.8
2268	107	22	4Е	2С	2Б	2Ос			1	24	23	25	22	27			20	26	20	28			5	2	2	199	0.8
2269	107	23	8Е	1Б	1Ос				1	6	6	5	5				4	4	4				2	1	3	92	0.6
2270	107	24																									
2271	107	25																									
2272	108	1	5С	2Е	1Б	2Ос			1	30	30	27	25	33			36	28	26	40			7	3	2	57	0.5
2273	108	2	5Ос	1Б	2С	2Е			1	30	31	27	30	27			40	28	32	28			11	5	1	69	0.3
2274	108	3	5Е	2Б	2Ос	1Олс			1	5	6	4	4	4			6	2	2	2			1	1	2	18	0.6
2275	108	4	4Ос	2Б	2С	2Е			1	29	31	27	30	27			40	28	32	28			11	5	1	23	0.4
2276	108	5	4Ос	3Б	3Е				1	25	28	24	22				36	20	20				9	5	1	13	0.6
2277	108	6	6Е	2Е	2Б				1	20	19	24	19				18	28	16				4	2	2	20	0.8
2278	108	7	4Е	2Е	2С	2Б			1	27	29	25	29	25			32	24	32	24			8	4	2	98	0.4
2279	108	8	5С	3Е	2Б				1	24	26	24	20				30	26	22				8	4	3	25	0.5
2280	108	9	7С	3Е					1	25	26	24					30	28					8	4	3	70	0.7
2281	108	10	3С	2Е	2Б	3Ос			1	28	29	27	25	30			32	28	24	36			7	3	2	104	0.7
2282	108	11	6Е	4С					1	15	14	16					12	14					3	2	3	8	0.6
2283	108	12	4Е	3Е	1С	2Б			1	24	26	20	28	23			32	20	26	26			8	4	3	110	0.5
2284	108	13	7С	3Е					1	27	28	24					30	26					7	3	2	260	0.7
2285	108	14	3С	2Е	2Б	3Ос			1	27	28	26	25	29			32	26	24	36			7	3	2	93	0.7
2286	108	15	4Б	4Ос	2Е				1	24	24	26	20				20	28	18				7	2	2	29	0.7
2287	108	16	5Ос	2Б	1С	2Е			1	29	32	26	28	26			40	28	30	28			12	5	1	31	0.5
2288	108	17	7С	2Е	1Б				1	26	27	24	24				32	24	24				7	3	2	83	0.7
2289	108	18	6Ос	3Б	1Е				1	30	32	28	27				36	30	30				12	5	1	33	0.5
2290	108	19	4Ос	2Б	2Е	2Е			1	27	31	26	26	20			36	24	30	20			11	5	1	19	0.4
2291	108	20	4Е	2Б	2Ос	2Олс			1	4	4	3	3	4			4	2	2	4			1	1	3	14	0.7
2292	108	21	8С	1Е	1Б				1	27	28	22	21				30	22	20				7	3	2	143	0.6
2293	108	22	8С	2Е					1	27	28	24					32	24					7	3	2	55	0.5
2294	108	23	8Е	2Б					1	12	12	12					10	8					2	1	3	8	0.5
2295	108	24	8С	2Е					1	28	29	26					32	26					8	4	2	86	0.6
2296	108	25	7С	2Е	1Б				1	26	27	24	22				32	24	22				7	3	2	34	0.5
2297	108	26	4С	1Е	3Ос	2Б			1	29	29	27	31	26			32	28	36	24			7	3	2	87	0.7
2298	108	27	8Б	2Е					1	23	23	23					20	22					6	2	2	20	0.6
2299	108	28	5С	3Е	1Б	1Ос			1	28	30	26	25	30			32	28	26	40			8	4	2	85	0.3
2300	108	29	8Е	1Б	1Ос				1	13	14	10	10				14	6	6				2	1	2	117	0.7
2301	108	30	4Ос	2Б	2С	2Е			1	29	32	26	30	26			40	26	32	28			11	5	1А	47	0.7
2302	108	31	6С	2Е	2Е				1	28	30	28	22				32	32	22				8	4	2	24	0.6
2303	108	32	6Б	2Ос	2Е				1	22	22	24	22				18	26	20				6	2	2	84	0.8
2304	108	33	7С	2Е	1Б				1	18	19	17	17				20	16	14				3	2	2	63	0.7
2305	108	34	5Б	2Ос	3Е				1	23	23	25	22				18	26	18				6	2	2	45	0.8
2306	108	35	7Е	2С	1Б				1	26	25	29	23				24	32	22				5	2	2	35	0.7
2307	108	36																									
2308	108	37																									
2309	108	38																									
2310	108	39																									
2311	109	1	5Е	5Б					1	23	23	23					24	22					4	2	2	50	0.6
2312	109	2	4Е	2С	4Б				1	24	23	24	24				24	28	22				4	2	2	35	0.7
2313	109	3	8Е	2Е					1	24	23	26					24	30					4	2	2	36	0.8
2314	109	4	4С	3Е	3Б				1	21	21	21	22				22	20	20				4	2	2	43	0.8
2315	109	5	3Е	2Е	1С	4Б			1	24	20	28	28	24			22	30	40	24			4	2	2	57	0.6
2316	109	6																							3		
2317	109	7	5С	2Е	3Б				1	23	23	22	22				28	26	22				8	4	3	48	0.6
2318	109	8	6С	2Е	2Б				1	24	24	24	22				30	28	22				8	4	3	45	0.6
2319	109	9	6Б	2С	2Е				1	23	24	22	21				22	24	22				6	2	1	120	0.7
2320	109	10	5Е	5Б					1	21	20	21					18	20					3	2	1	73	0.8
2321	109	11	3Е	2Е	2С	3Б			1	21	22	18	24	21			26	18	30	22			5	2	3	32	0.7
2322	109	12	5Е	2Е	2Б	1Ос			1	24	23	27	23	25			24	30	22	28			4	2	2	66	0.7
2323	109	13	5С	3Е	2Б				1	23	23	24	23				26	26	22				4	2	1	89	0.8
2324	109	14	6Б	2Ос	2Е				1	25	25	27	24				24	30	26				7	2	1	62	0.7
2325	109	15	5Б	1Ос	2С	2Е			1	25	25	27	24	24			24	28	26	26			7	2	1	98	0.7
2326	109	16	5Ос	2Б	3Е				1	26	27	25	24				30	24	24				7	4	1	98	0.6
2327	109	17	4Е	2Е	2С	2Б			1	23	20	26	26	21			22	30	32	22			4	2	2	98	0.7
2328	109	18	6Е	3Б	1Ос				1	18	19	17	19				20	16	20				3	2	2	39	0.7
2329	109	19	5Е	3Б	2Ос				1	25	25	24	26				28	24	30				4	2	1	60	0.7
2330	109	20	4С	3Е	3Б				1	23	24	23	23				24	22	22				4	2	1	89	0.8
2331	109	21	5С	2Е	3Б				1	23	23	24	23				26	26	22				4	2	1	19	0.8
2332	109	22	5Е	1С	2Б	2Ос			1	25	25	25	24	26			26	28	24	30			4	2	1	134	0.7
2333	109	23	4С	2Е	2Е	2Б			1	25	26	27	20	25			32	32	20	26			8	4	3	107	0.6
2334	109	24	4Е	3Б	3Ос				1	5	7	3	4				6	2	2				2	1	3	4	0.6
2335	109	25	7Б	3Е					1	22	22	21					24	24					8	3	3	20	0.6
2336	109	26	4С	4Е	1Б	1Ос			1	27	27	26	27	28			36	28	24	36			8	4	2	53	0.7
2337	109	27	6Е	4Б					1	19	19	19					22	18					3	2	2	64	0.8
2338	109	28	5Ос	3Б	2Е				1	28	28	27	27				32	26	28				9	5	1	109	0.7
2339	109	29	4Б	2Ос	4Е				1	25	24	27	24				24	30	26				7	2	2	36	0.7
2340	109	30	6Е	3Б	1Ос				1	26	26	26	27				26	24	30				4	2	1	82	0.6
2341	109	31	7Ос	3Б					1	25	26	24					28	22					7	4	1	67	0.6
2342	109	32	5С	3Е	2Б				1	27	27	27	26				30	28	24				5	2	1	43	0.7
2343	109	33	4С	3Е	3Б				1	24	25	24	24				30	28	24				5	2	2	25	0.6
2344	109	34	4Е	2Е	2С	2Б			1	24	22	26	26	24			22	32	32	24			4	2	2	65	0.6
2345	109	35	4Е	1С	5Б				1	24	23	24	25				24	28	26				4	2	2	43	0.6
2346	109	36	4Е	3Е	3Б				1	24	21	27	26				22	32	26				5	2	3	60	0.6
2347	109	37	4Е	2С	3Б	1Ос			1	19	19	19	19	21			18	20	18	22			3	2	2	85	0.8
2348	109	38	7Б	3С					1	24	23	26					26	30					9	4	3	51	0.7
2349	109	39	4С	2Е	4Б				1	23	23	24	23				28	26	24				5	2	3	100	0.7
2350	109	40	3Е	3Е	1С	3Б			1	24	26	20	27	24			30	20	32	24			8	4	3	88	0.7
2351	109	41	3Е	2Е	2С	2Б	1Ос		1	25	26	20	27	26	28		30	20	36	28	40		8	4	3	80	0.7
2352	109	42	6С	3Е	1Б				1	27	27	26	27				36	28	24				8	4	2	180	0.5
2353	109	43	7Б	1Е	2С				1	24	24	24	22				22	26	22				7	2	2	37	0.7
2354	109	44																									
2355	109	45																									
2356	109	46																									
2357	110	1	6Б	2Е	2Е				1	23	24	24	18				24	24	18				7	2	2	32	0.6
2358	110	2	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	без	п л	т.	ландш
2359	110	3	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т. На	ландш
2360	110	4	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	без	п л	т.	ландш
2361	110	5	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
2362	110	6	4Б	2Ос	2С	2Е			1	23	23	25	23	22			22	28	28	22			7	2	2	51	0.7
2363	110	7	3Е	2С	3Б	2Ос			1	23	23	24	22	23			24	28	22	26			4	2	2	60	0.6
2364	110	8	Ланд	1 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
2365	110	9	5Е	2С	3Б				1	24	23	25	24				24	28	24				4	2	2	16	0.7
2366	110	10	5Б	3Олс	2Ос				1	11	11	9	12				10	8	12				3	2	2	3	0.6
2367	110	11	6Ос	3Б	1Е				1	25	25	24	23				30	26	24				8	4	2	44	0.6
2368	110	12	5Олс	3Б	2Ос				1	16	15	17	19				14	16	22				4	3	3	40	0.6
2369	110	13	8Б	2Ос					1	19	19	21					20	24					7	2	3	69	0.7
2370	110	14																							2		
2371	110	15	6Олс	2Б	2Ивд				1	6	6	7	4				4	6	2				2	1	3	6	0.5
2372	110	16	3Е	2С	3Б	1Ос	1Олс		1	21	21	21	22	23	20		26	24	22	28	18		4	2	2	14	0.6
2373	110	17	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т.	ландш
2374	110	18	7С	3Е					1	17	17	16					22	20					2	1	1	18	0.5
2375	110	19	7Е	2С	1Б				1	25	25	25	24				26	28	22				4	2	1	145	0.8
2376	110	20	6Б	1Ос	2С	1Е			1	24	24	26	23	21			22	28	26	22			6	2	1	89	0.8
2377	110	21	6Ос	3Б	1Е				1	25	26	25	20				28	22	20				6	3	1	57	0.7
2378	110	22	7Б	3Олс					1	14	14	13					12	10					4	2	2	9	0.6
2379	110	23	4Б	2Ос	1Олс	2С	1Е		1	23	23	25	19	22	22		22	28	20	28	24		6	2	2	37	0.7
2380	110	24	Поль	зали	Трав				ль:	окр	фо	тый	ов:				нд	, у	ос				адм	оки	ини		истра
2381	110	25	3С	2Е	2Б	2Ос	1Олс		1	21	21	21	21	23	18		24	22	20	24	16		3	2	1	73	0.6
2382	110	26	Поль	зали	Трав				ль:	окр	фо	рыт	ов:				нд	ый	ос				адм	оки	ини		истра
2383	110	27	4Б	2Ос	2Олс	1С	1Е		1	20	20	22	18	21	21		20	24	16	24	22		6	2	2	43	0.7
2384	110	28	Поль	забо	Трав				ль:	окр	фо	чи	ов:				нд	сты	ос				адм	оки	ини		истра
2385	110	29	7С	3Е					1	16	16	15					22	16					2	1	1А	8	0.6
2386	110	30	4Б	2Ос	2С	2Е			1	21	21	23	21	21			20	24	24	22			6	2	2	56	0.7
2387	110	31	5Б	1Ос	2С	2Е			1	22	22	23	22	23			20	24	24	22			6	2	2	59	0.6
2388	110	32	4С	2Е	2Б	2Ос			1	21	21	20	20	21			22	20	18	22			3	2	1	54	0.8
2389	110	33	7Б	2С	1Е				1	24	24	24	23				22	26	22				7	2	2	92	0.8
2390	110	34	3С	2Е	4Б	1Ос			1	24	24	23	23	25			24	22	20	28			4	2	1	35	0.7
2391	110	35	4Б	3Ос	2С	1Е			1	21	21	23	20	21			20	22	22	22			6	2	2	56	0.7
2392	110	36	5Б	2Ос	2С	1Е			1	21	21	23	21	21			22	24	24	20			6	2	2	53	0.8
2393	110	37	3С	2Е	3Б	2Ос			1	22	22	21	22	23			24	22	22	24			3	2	1	63	0.6
2394	110	38	4С	2Е	3Б	1Ос			1	22	21	21	22	23			22	22	22	26			3	2	1	97	0.8
2395	110	39	4Б	2Ос	3С	1Е			1	21	20	22	21	21			20	22	22	20			6	2	2	39	0.8
2396	110	40	10С						1	15	15						22						3	2	2	16	0.6
2397	110	41	4Ос	2Б	3Е	1С			1	23	24	22	23	22			24	20	24	24			6	3	1	40	0.7
2398	110	42	Поль	сухо	Трав				ль:	окр	фо	чис	ов:				нд	тый	зл				адм	аки	ини		истра
2399	110	43	3Е	2С	3Б	2Олс			1	23	24	25	24	19			28	30	24	18			4	2	1	52	0.7
2400	110	44	Ланд	3 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	без	п л	т.	ландш
2401	110	45																									
2402	110	46																									
2403	110	47																									
2404	111	1	6С	2Е	2Б				1	21	22	20	20				30	20	20				8	4	4	18	0.5
2405	111	2	6Б	1Ос	2Олч	1Е			1	6	6	6	6	4			4	4	4	4			2	1	3	6	0.7
2406	111	3	4С	2Е	2Б	1Ос	1Олч		1	25	26	23	22	28	24		32	24	20	32	24		8	5	3	55	0.6
2407	111	4	5Б	2Олч	2С	1Е			1	23	23	22	24	22			24	22	28	20			10	5	3	41	0.6
2408	111	5	8Е	2С					1	1	1.0	1.0											1	1	3		80
2409	111	6	5Б	1Ос	1Олч	3Е			1	7	8	8	8	6			4	4	4	6			2	1	3	9	0.7
2410	111	7	5Е	5Б					1	17	16	17					14	14					3	2	3	10	0.7
2411	111	8	4Е	4Б	2Ос				1	5	4	5	5				4	4	4				2	1	4	20	0.7
2412	111	9	8С	1Е	1Б				1	28	28	26	27				32	26	22				8	5	2	66	0.7
2413	111	10	4Е	4Б	2Ос				1	9	8	9	9				6	6	6				2	1	2	12	0.9
2414	111	11	10С						1	-													1	1	3		80
2415	111	12	5С	1Е	1Б	3Ос			1	28	28	25	23	29			32	26	22	26			8	5	2	62	0.7
2416	111	13	6С	4Е					1	1	1.0	1.0											1	1	3		70
2417	111	14	10С						1	-													1	1	3		80
2418	111	15	7Б	3Е					1	24	25	23					22	20					7	3	1	20	0.8
2419	111	16	5Е	2Б	3Ос				1	26	25	23	28				24	22	32				6	4	2	330	0.8
2420	111	17	6Б	2Ос	2Е				1	25	25	28	24				24	32	24				11	5	2	64	0.6
2421	111	18	6С	2Е	2Б				1	24	25	23	22				30	24	20				7	4	3	17	0.7
2422	111	19	4С	2Е	4Б				1	24	25	23	23				30	24	20				7	4	3	41	0.7
2423	111	20	5Б	1Ос	2Олч				1	24	24	27	22				20	28	22				10	5	2	25	0.6
2424	111	21	5Е	2Б	3Ос				1	26	25	23	28				24	22	32				6	4	2	36	0.6
2425	111	22	4Б	2Ос	4Е				1	26	26	30	25				24	36	24				11	5	2	25	0.7
2426	111	23	10Е						1	-													1	1	3		70
2427	111	24	6Б	2Олч	1С	1Е			1	19	19	19	20	18			16	18	20	16			5	2	2	26	0.8
2428	111	25	5Б	2Олч	3Е				1	22	23	22	20				22	20	18				10	5	3	90	0.7
2429	111	26	8С	1Е	1Б				1	26	27	24	24				30	24	22				7	4	2	115	0.7
2430	111	27	5Б	2Олч	1Ос				1	25	25	24	28				24	24	30				9	4	2	18	0.6
2431	111	28	3Е	2Е	2Б	3Ос			1	27	28	23	24	29			30	24	22	36			8	5	2	13	0.3
2432	111	29	6Б	2Олч	2Е				1	24	24	24	23				24	24	24				11	5	3	17	0.6
2433	111	30	4Е	4Б	2Олч				1	8	8	8	8				8	4	4				2	1	3	29	0.9
2434	111	31	6Е	2Б	1Ос	1Олс			1	14	14	15	15	14			12	14	10	10			3	2	3	87	0.8
